sample_id,split,split_index,scene_type,length_bucket,gt_changed_edge_count,gt_target_edge_count,no_anchor,parse_fail,strict_parse_fail,parse_confidence,anchor_count,mapped_edge_count,infer_time_s,sparse_dense_weight_mae,sparse_MAE_on_changed_edges,sparse_MAE_on_target_edges,sparse_gt_changed_edge_recall,sparse_target_recall,main_method,main_dense_weight_mae,main_MAE_on_changed_edges,main_MAE_on_target_edges,main_gt_changed_edge_recall,main_target_recall,main_dense_mae_delta_vs_sparse,main_changed_mae_delta_vs_sparse,main_target_mae_delta_vs_sparse,main_gt_changed_recall_delta_vs_sparse,main_target_recall_delta_vs_sparse,appendix_method,appendix_dense_weight_mae,appendix_MAE_on_changed_edges,appendix_MAE_on_target_edges,appendix_gt_changed_edge_recall,appendix_target_recall,appendix_dense_mae_delta_vs_sparse,appendix_changed_mae_delta_vs_sparse,appendix_target_mae_delta_vs_sparse,appendix_gt_changed_recall_delta_vs_sparse,appendix_target_recall_delta_vs_sparse,prediction_raw_preview,constraint_text
val_anti_truncation:12,val_anti_truncation,12,propagation_range,noisy_long,3,3,False,False,False,0.98,2,3,1.5419,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2158,0.7067,0.7067,100.0,100.0,0.2158,0.7067,0.7067,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经一路至经三路|LEVEL=封闭\nANCHOR|ROAD=未来路|DIR=向南|RANGE=农业路至政七街|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经一路至经三路段向东施工全封闭；未来路农业路至政七街段向南中度拥堵缓行；农业路经一路至经三路段向东保持正常通行 若有排队外溢，应注意主事件与波及范围不是同一强度。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:120,val_anti_truncation,120,temporal_switch,noisy_long,2,2,False,False,False,0.98,1,2,1.0849,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1958,0.0,0.0,100.0,100.0,0.1958,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2377,2.01,2.01,100.0,100.0,0.2377,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=农业路|DIR=向西|RANGE=经八路至未来路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00农业路向西排队长度明显增加；农业路向西09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 交警提醒周边停车场正在分流车辆，不过主路仍可通行。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:121,val_anti_truncation,121,propagation_range,noisy_long,8,8,False,False,False,0.98,2,8,1.4516,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1833,0.0,0.0,100.0,100.0,0.1833,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.3211,1.6537,1.6537,100.0,100.0,0.3211,1.6537,1.6537,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=全线|LEVEL=严重拥堵\nANCHOR|ROAD=经八路|DIR=向南|RANGE=农业路至黄河路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向西排队长度明显增加；经八路农业路至黄河路段向南排队通行效率下降；农业路花园路至未来路段向东交通基本正常 若有排队外溢，应注意主事件与波及范围不是同一强度。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:122,val_anti_truncation,122,temporal_switch,noisy_long,0,0,False,False,False,0.98,1,2,1.082,0.1146,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.3104,0.0,0.0,0.0,0.0,0.1958,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2685,0.0,0.0,0.0,0.0,0.1539,0.0,0.0,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经八路|DIR=向北|RANGE=红专路至黄河路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00经八路向北追尾事故严重拥堵；经八路向北当前时间10:15，已恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:123,val_anti_truncation,123,compound_disaster,noisy_long,10,9,False,False,False,0.98,3,9,1.9196,0.0083,0.08,0.0,90.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.1,0.0,90.0,100.0,0.1813,0.02,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2634,0.809,0.7878,90.0,100.0,0.2551,0.729,0.7878,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=经六路|DIR=向南|RANGE=红专路至纬五路|LEVEL=严重拥堵\nANCHOR|ROAD=经三路|DIR=向北|RANGE=红专路至政七街|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向东施工全封闭；经六路红专路至纬五路段向南追尾事故严重拥堵；经三路红专路至政七街段向北排队通行效率下降；农业路花园路至未来路段向东畅通无阻 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:124,val_anti_truncation,124,temporal_switch,noisy_long,3,3,False,False,False,0.98,1,3,1.0471,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2566,2.01,2.01,100.0,100.0,0.2566,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经三路至花园路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00黄河路向东排队长度明显增加；黄河路向东09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:125,val_anti_truncation,125,propagation_range,noisy_long,4,4,False,False,False,0.98,2,4,1.5453,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1917,0.0,0.0,100.0,100.0,0.1917,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2556,1.535,1.535,100.0,100.0,0.2556,1.535,1.535,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经三路至经八路|LEVEL=严重拥堵\nANCHOR|ROAD=经一路|DIR=向北|RANGE=农业路至政七街|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经三路至经八路段向西排队长度明显增加；经一路农业路至政七街段向北车流较大缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:126,val_anti_truncation,126,propagation_range,noisy_long,3,3,False,False,False,0.98,2,3,1.5654,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2467,1.6933,1.6933,100.0,100.0,0.2467,1.6933,1.6933,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=红专路至黄河路|LEVEL=严重拥堵\nANCHOR|ROAD=纬五路|DIR=向西|RANGE=经六路至经八路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路红专路至黄河路段向北追尾事故严重拥堵；纬五路经六路至经八路段向西中度拥堵缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 交警提醒周边停车场正在分流车辆，不过主路仍可通行。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:127,val_anti_truncation,127,propagation_range,long,7,7,False,False,False,0.98,2,7,1.4531,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1854,0.0,0.0,100.0,100.0,0.1854,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2075,0.3029,0.3029,100.0,100.0,0.2075,0.3029,0.3029,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=花园路|DIR=向北|RANGE=政七街至纬五路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向西临时封闭管制；花园路政七街至纬五路段向北车流较大缓行；红专路经六路至经八路段向西交通基本正常 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:128,val_anti_truncation,128,propagation_range,long,7,7,False,False,False,0.98,2,7,1.4758,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1854,0.0,0.0,100.0,100.0,0.1854,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.3122,1.7386,1.7386,100.0,100.0,0.3122,1.7386,1.7386,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=全线|LEVEL=严重拥堵\nANCHOR|ROAD=经八路|DIR=向北|RANGE=政七街至纬五路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向西追尾事故严重拥堵；经八路政七街至纬五路段向北中度拥堵缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:129,val_anti_truncation,129,compound_disaster,noisy_long,4,3,False,False,False,0.98,3,3,1.9176,0.0083,0.2,0.0,75.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2021,0.25,0.0,75.0,100.0,0.1938,0.05,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.223,0.7525,0.67,75.0,100.0,0.2147,0.5525,0.67,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经六路至花园路|LEVEL=封闭\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经一路至经三路|LEVEL=严重拥堵\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经八路至花园路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经六路至花园路段向东施工全封闭；黄河路经一路至经三路段向西车流积压严重拥堵；黄河路经八路至花园路段向东车流较大缓行；经六路农业路至红专路段向北畅通无阻 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_anti_truncation:13,val_anti_truncation,13,temporal_switch,long,1,1,False,False,False,0.98,1,1,1.09,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=农业路|DIR=向西|RANGE=经三路至经六路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00农业路向西车流积压严重拥堵；农业路向西09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:130,val_anti_truncation,130,compound_disaster,long,7,7,False,False,False,0.98,3,7,1.8197,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1854,0.0,0.0,100.0,100.0,0.1854,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2075,0.3029,0.3029,100.0,100.0,0.2075,0.3029,0.3029,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=经六路至未来路|LEVEL=严重拥堵\nANCHOR|ROAD=农业路|DIR=向东|RANGE=经六路至花园路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向东临时封闭管制；黄河路经六路至未来路段向东车流积压严重拥堵；农业路经六路至花园路段向东中度拥堵缓行 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:131,val_anti_truncation,131,compound_disaster,long,4,3,False,False,False,0.98,3,3,1.9648,0.0083,0.2,0.0,75.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2021,0.25,0.0,75.0,100.0,0.1938,0.05,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2341,1.0175,1.0233,75.0,100.0,0.2258,0.8175,1.0233,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=农业路至红专路|LEVEL=封闭\nANCHOR|ROAD=经八路|DIR=向南|RANGE=农业路至红专路|LEVEL=严重拥堵\nANCHOR|ROAD=政七街|DIR=向东|RANGE=经八路至花园路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路农业路至红专路段向北事故处置封闭；经八路农业路至红专路段向南排队长度明显增加；政七街经八路至花园路段向东中度拥堵缓行；纬五路经一路至经三路段向东车流顺畅 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:132,val_anti_truncation,132,compound_disaster,long,5,5,False,False,False,0.98,3,5,1.9319,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.0,0.0,100.0,100.0,0.1896,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2535,1.228,1.228,100.0,100.0,0.2535,1.228,1.228,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=黄河路至纬五路|LEVEL=封闭\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经八路至未来路|LEVEL=严重拥堵\nANCHOR|ROAD=农业路|DIR=向东|RANGE=经八路至未来路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路黄河路至纬五路段向北施工全封闭；黄河路经八路至未来路段向西车流积压严重拥堵；农业路经八路至未来路段向东中度拥堵缓行 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_anti_truncation:133,val_anti_truncation,133,propagation_range,long,4,4,False,False,False,0.98,2,4,1.5519,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1917,0.0,0.0,100.0,100.0,0.1917,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2138,0.53,0.53,100.0,100.0,0.2138,0.53,0.53,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=政七街至纬五路|LEVEL=封闭\nANCHOR|ROAD=农业路|DIR=向西|RANGE=经六路至花园路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路政七街至纬五路段向南施工全封闭；农业路经六路至花园路段向西中度拥堵缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
